Name,Own rate,Bonus pieces,Total runs,Cycles,Positive outcomes,Negative outcomes,Average profit,Average balance,Average bonus balance,Best outcome,Worst outcome,Average invested,Average withdraw failures,Average bonus cancellations,Average bonus cancellation failures,Average bonuses lost,Average bonuses completed,Errors
GXU,0.97,12,100000,360,45713,54287,2045.7790260230838,15289.69162492665,243.91259890838793,40566.40956278614,-11950.091826102738,13000.0,4.18549,50.22588,0.0,575.0618859407089,23.2027343750001,0
GXU,0.97,13,100000,360,45892,54108,2038.726525798248,15271.821860326474,233.09533452838642,40564.33977107669,-11895.40492977802,13000.0,3.30358,42.94654,0.0,548.2124903492925,23.37512582840439,0
GXU,0.97,14,100000,360,45216,54784,1977.2356902510828,15199.480011656342,222.24432140470557,40555.94214191397,-11975.464077380959,13000.0,3.39536,47.53504,0.0,531.8866464025816,23.697386387754847,0
GXU,0.97,15,100000,360,45663,54337,2055.21235284188,15268.343470658732,213.13111781633611,40561.75605989715,-11975.24394010287,13000.0,3.42162,51.3243,0.0,496.5377467978889,23.972503586667543,0
GXU,0.97,16,100000,360,45506,54494,1965.6951490891975,15171.151864104233,205.45671501462397,40544.29160150186,-11985.717773498114,13000.0,2.46171,39.38736,0.0,486.58217952568157,24.421998457031265,0
GXU,0.97,17,100000,360,45391,54609,1979.5390298155123,15177.510856755054,197.97182693993668,40557.662633700995,-11963.658513643792,13000.0,4.27761,72.71937,0.0,448.4447189179409,24.30569355017334,0
GXU,0.97,18,100000,360,45376,54624,1961.8205802879859,15154.435522107853,192.6149418203301,40503.53960400907,-11891.242118955777,13000.0,3.88913,70.00434,0.0,449.00728768209666,24.799301638889713,0
GXU,0.97,19,100000,360,45191,54809,1949.320599796828,15135.976247589722,186.65564779236914,40497.222989481794,-11980.654203500648,13000.0,5.35253,101.69807,0.0,421.98615823083816,24.540311490305047,0
GXU,0.96,1,100000,360,48639,51361,2200.5205081080203,15982.142831749254,781.622323638425,35946.73917568206,-11845.072592592594,13000.0,0.30478,0.30478,0.0,1726.9934460553768,4.1781266666666665,0
GXU,0.96,2,100000,360,48716,51284,2207.326565121599,15952.107670292095,744.781105169756,36626.46094318561,-11944.931458413195,13000.0,0.30488,0.60976,0.0,1641.715530991298,8.24847666666661,0
GXU,0.96,3,100000,360,48713,51287,2258.4495731877623,15967.953594096613,709.5040209072769,36753.03987005589,-11993.333333333334,13000.0,0.99187,2.97561,0.0,1579.9512169515774,11.266362222223401,0
GXU,0.96,4,100000,360,48597,51403,2286.152454173716,15946.481992389257,660.3295382138471,37666.129642269516,-11964.768495450233,13000.0,0.30313,1.21252,0.0,1486.7808618678728,13.548815,0
GXU,0.96,5,100000,360,48224,51776,2221.64707009646,15824.692853126808,603.0457830317868,38480.9988645907,-11881.999999999993,13000.0,1.7137,8.5685,0.0,1338.6328150838344,15.302978666666771,0
GXU,0.96,6,100000,360,48082,51918,2231.1778897417407,15789.806734514375,558.628844777258,38301.227629520974,-11716.000000000004,13000.0,2.00909,12.05454,0.0,1300.1506454534756,16.77387222222432,0
GXU,0.96,7,100000,360,47756,52244,2192.4435504033754,15706.821428132864,514.3778777282132,39468.018979402375,-11939.463068783061,13000.0,1.97511,13.82577,0.0,1220.1041794772636,18.24517428572138,0
GXU,0.96,8,100000,360,47677,52323,2255.1404049361577,15736.58805952732,481.4476545901391,39025.147835008785,-11878.269999999995,13000.0,0.30525,2.442,0.0,1182.0823842643142,19.367475000000134,0
GXU,0.96,9,100000,360,47639,52361,2185.0586455990074,15633.618015089047,448.55936948957645,40009.41428585624,-11916.222222222224,13000.0,2.55961,23.03649,0.0,1096.0991281220215,20.106147407414678,0
GXU,0.96,10,100000,360,47426,52574,2168.711832677575,15593.505476810942,424.793644133099,40077.214167063874,-11865.70430185185,13000.0,1.30692,13.0692,0.0,1000.1689797844218,20.566596666667156,0
GXU,0.96,11,100000,360,46524,53476,2083.417047693857,15474.69668432316,391.27963662952146,39968.04760634118,-11833.826262626271,13000.0,2.02599,22.28589,0.0,941.7850944189055,21.37849030303548,0
GXU,0.96,12,100000,360,46661,53339,2124.838237821292,15495.933519827551,371.09528200660714,40049.33333333332,-11867.731907340205,13000.0,3.22024,38.64288,0.0,923.3314251343082,22.16673777777848,0
GXU,0.96,13,100000,360,45990,54010,2023.9487881621865,15371.829670107796,347.8808819454353,40030.55740455838,-11907.215105413103,13000.0,6.32707,82.25191,0.0,775.037121792652,21.65208172780777,0
GXU,0.96,14,100000,360,46316,53684,2075.4816661253603,15407.778802601182,332.2971364760513,40124.43079239329,-11778.310719180805,13000.0,1.5702,21.9828,0.0,789.9424567175266,22.82206599999947,0
GXU,0.96,15,100000,360,46462,53538,2095.1231252375765,15416.370793590193,321.2476683530521,40139.10314814814,-11819.425506255318,13000.0,1.18501,17.77515,0.0,788.0384233387356,23.619427039999895,0
GXU,0.96,16,100000,360,46191,53809,2117.3040392165835,15427.765661493326,310.4616222772542,39967.000000000015,-11981.11148148148,13000.0,0.19241,3.07856,0.0,806.5444870574772,24.356118749999958,0
GXU,0.96,17,100000,360,45590,54410,1985.3952920994366,15280.883952003764,295.4886599036032,39347.79817647058,-11996.582082309209,13000.0,7.46483,126.90211,0.0,675.9708696826805,23.17819976931819,0
GXU,0.96,18,100000,360,45972,54028,2011.1233226754487,15299.846360888369,288.7230382131982,40071.505174897124,-11980.963667774062,13000.0,2.02536,36.45648,0.0,701.6422663248475,24.208384938270672,0
GXU,0.96,19,100000,360,45719,54281,1981.2532737268725,15263.31638437307,282.0631106462958,40113.34579922028,-11957.298421052623,13000.0,6.12025,116.28475,0.0,618.218226878319,23.409775194831877,0
GXU,0.95,1,100000,360,46366,53634,1407.9091852315814,15376.64063925853,968.7314540247176,31407.687006366206,-11963.999027777776,13000.0,5.52933,5.52933,0.0,1753.6593572617087,2.0485,0
GXU,0.95,2,100000,360,48065,51935,1855.384499436209,15807.808030617876,952.4235311827078,33664.66958005677,-11917.99902777778,13000.0,4.95633,9.91266,0.0,1848.066992494182,5.894820833333342,0
GXU,0.95,3,100000,360,48752,51248,2051.9349900463726,15986.445589479279,934.5105994349109,34611.571680231486,-11982.055231481474,13000.0,4.49647,13.48941,0.0,1811.4176990144667,8.538938888888168,0
GXU,0.95,4,100000,360,48396,51604,2026.2020267542516,15883.124746726919,856.9227199717099,34714.57858528441,-11886.346817129637,13000.0,4.7799,19.1196,0.0,1733.2741737940905,10.686002083333312,0
GXU,0.95,5,100000,360,48105,51895,2012.37169616924,15816.040204351111,803.6685081770622,34868.38566952609,-11906.729287037044,13000.0,6.82579,34.12895,0.0,1605.2176264837142,12.00729500000002,0
GXU,0.95,6,100000,360,48208,51792,2105.0330922521116,15846.282440819998,741.2493485691048,36937.62388916845,-11918.49951388888,13000.0,4.85686,29.14116,0.0,1545.597464090048,14.060622222221804,0
GXU,0.95,7,100000,360,47377,52623,1963.3502551283923,15642.773978419365,679.4237232918408,36895.90033092552,-11920.168253968255,13000.0,5.90588,41.34116,0.0,1404.227268322437,14.948408333335438,0
GXU,0.95,8,100000,360,47431,52569,2023.6612787069064,15658.959853810107,635.2985750987406,37571.148178452895,-11917.839548611119,13000.0,4.31697,34.53576,0.0,1358.3385522543886,16.349006249999853,0
GXU,0.95,9,100000,360,48198,51802,2215.2211569887922,15826.442271500395,611.2211145112562,38210.95725946044,-11922.222222222223,13000.0,2.66863,24.01767,0.0,1455.033365937198,18.298498148138876,0
GXU,0.95,10,100000,360,47271,52729,2025.7387000902065,15590.892480134122,565.1537800422334,38251.06874326289,-11844.880393518515,13000.0,6.9814,69.814,0.0,1218.1497569656387,17.949021666666656,0
GXU,0.95,11,100000,360,46624,53376,1977.6598105609887,15497.053177932561,519.3933673719283,39797.433097348454,-11982.467605218857,13000.0,5.48253,60.30783,0.0,1134.029452257562,18.875443939390852,0
GXU,0.95,12,100000,360,47091,52909,2064.0768568700823,15559.823678690622,495.74682181946633,39879.50169401216,-11897.461034481094,13000.0,4.68111,56.17332,0.0,1071.8298805571214,19.633759027778666,0
GXU,0.95,13,100000,360,46667,53333,1962.6003642602789,15427.141148054538,464.5407837940311,38839.22947136827,-11925.847767094001,13000.0,7.56225,98.30925,0.0,1037.2112076558362,20.167521794870094,0
GXU,0.95,14,100000,360,46856,53144,2090.1979335655324,15537.834194401474,447.6362608363353,39926.757440476205,-11907.722718253975,13000.0,4.13651,57.91114,0.0,1015.4717968050768,21.20198630952465,0
